title	description	Authors	Source	Publication Month	Publication Day	Publication Year
Attaque à Londres : le Royaume-Uni rend hommage aux victimes	"Au lendemain de l'attaque à Londres (Royaume-Uni), un premier hommage aux victimes.Drapeaux en berne au-dessus de Londres (Royaume-Uni), quelques fleurs déposées sur les lieux du drame et des gens venus se recueillir au quartier de Westminster. 9h33, la ville se fige pour une minute de silence. L'horaire n'a pas été choisi au hasard. 9-3-3, c'était le numéro d'officier du policer poignardé mercredi. Ce père de famille de 48 ans est la dernière victime du terroriste. La vie reprend Un député britannique a tout tenté pour le sauver, en vain. Un autre élu, son ami, ému aux larmes lui rend hommage au Parlement. \"Il était un grand professionnel au service de l'État\", confie ce dernier. Au lendemain du drame, la Grande-Bretagne découvre le périple meurtrier capté par les caméras de surveillance. L'assaillant a blessé une quarantaine de personnes et tué deux passants. Malgré la douleur, le pays fait front. La vie a repris quartier Westminster, la meilleure arme des Londoniens face à la terreur."	Philippe Denis	France 3	3	23	2017
Attaque à Londres : les lycéens attendus à Quimper	"En direct de l'aéroport de Quimper (Finistère), Michaël Guiheux revient sur le dispositif mis en place pour accueillir les lycéens de retour de Londres(Royaume-Uni).L'avion qui transporte les lycéens en provenance de Londres (Royaume-Uni), après l'attentat survenu mecredi 22 mars, devrait atterrir en début de soirée ce jeudi 23 mars à Quimper (Finistère). \"Il ne devrait pas tarder à arriver\", affirme sur place Michaël Guiheux. \"D'ailleurs, à l'instant, les deux bus qui sont censés les transporter sont passés juste derrière moi\", précise-t-il. \"Une volonté de préserver ces enfants\" \"Ces deux bus vont les emmener dans un lycée d'une ville voisine de Concarneau. Là, les attendent leur famille qu'on devine impatientes et qui sont arrivées un peu plus tôt dans l'après-midi\", poursuit le journaliste de France 3 qui souligne qu'autour de ces familles il y a \"un important dispositif de sécurité\". Peu d'informations filtrent. \"On sent une volonté de préserver ces enfants qui ont dû être évidemment choqués. Ce soir, 82 enfants vont retrouver leur famille. [...] Pour les trois blessés, eux, sont toujours à Londres, hospitalisés, mais avec leurs parents à leur chevet\", conclut-il."	Philippe Denis	France 3	3	23	2017
Attaque à Londres : trois lycéens français parmi les victimes	"En direct du quai d'Orsay à Paris, Manon Bougault revient sur l'état de santé des trois ressortissants français.Ce mercredi 22 mars, une attaque a eu lieu à Londres (Royaume-Uni) faisant, selon le bilan actuel, quatre morts et une vingtaine de blessés. Parmi eux, trois Français. Il s'agit de lycéens bretons venus à Londres à l'occasion d'un voyage scolaire. \"Deux des trois lycéens seraient très grièvement blessés\", affirme de son côté Manon Bougault en direct du quai d'Orsay, à Paris. Les autres élèves en sécurité \"En revanche, on n'a pas d'information sur l'état de santé du troisième élève\", ajoute la journaliste de France 3 qui poursuit : \"Ces lycéens étaient en voyage scolaire et ils se trouvaient sur le pont avec d'autres camarades quand la voiture leur a foncé dessus. Leurs autres camarades ont été mis en sécurité et ils devraient rapidement rejoindre l'auberge de jeunesse dans laquelle ils sont logés depuis quelques jours.\" Les élèves sont sous le choc. Ils devraient rapidement être rapatriés en France."	Philippe Denis	France 3	3	22	2017
Attaque à Londres : une ville particulièrement menacée ?	Suite à l'attaque à Londres ce emrcredi 22 mars, la question de l'état de la menace terroriste en Grande-Bretagne se pose.La Grande-Bretagne se savait sous menace terroriste. Le niveau d'alerte était de quatre sur cinq signifiant qu'une attaque était hautement probable. Ces deux dernières années, pas moins de 15 attentats terroristes majeurs ont été déjoués par les services de renseignement. Depuis les attentats à la bombe de 2005, la Grande-Bretagne a mené une minutieuse traque de tous les profils à risque. Près de 700 ressortissants britanniques engagés dans le jihad Ce qui n'a pas empêché en 2013, l'assassinat d'un soldat à la hache par deux citoyens britanniques d'origine nigériane, ils disaient vouloir venger les musulmans tués par l'armée britannique. Depuis 2015, plus aucune attaque du genre n' a été perpétrée. La Grande-Bretagne compterait près de 700 de ses ressortissants engagés dans le jihad en Irak et en Syrie. Londres a récemment établi une liste de 200 noms donnant ordre à ses forces spéciales sur le terrain de les traquer, les abattre ou les capturer.	Elsa Pallot	France 2	3	22	2017
Attaque à Marseille : de nouveaux éléments pour les enquêteurs	Après le double meurtre en gare de Marseille (Bouches-du-Rhône) dimanche 1er octobre, l'enquête progresse vite. Une somme d'argent interpelle les enquêteurs : 2 000 euros versés sur le compte de l'assaillant ces derniers mois. Son appartement a été perquisitionné.Cette nuit de mardi 3 à mercredi 4 octobre, dans le 3e arrondissement de Marseille (Bouches-du-Rhône), les enquêteurs travaillent sans relâche. Au domicile d'Ahmed Hanachi, perquisition et relevés de la police scientifique. C'est ici que le tueur de la gare Saint-Charles aurait passé sa dernière nuit. Selon un témoin, les policiers ont trouvé beaucoup de matériel téléphonique. Ahmed Hanachi louait ce petit studio depuis deux mois. Selon nos informations, il avait fait part de son désir de quitter les lieux à plusieurs reprises récemment. C'était un voisin très discret, selon les habitants de la résidence. Certains auteurs d'un versement de 2 000 euros interpellés Les enquêteurs ont aussi retrouvé le sac que le tueur portait à son arrivée à la gare Saint-Charles, samedi 30 septembre au soir, la veille du passage à l'acte. Dans le téléphone qu'il avait sur lui, ils ont relevé des traces de consultation de sites religieux. Les policiers s'interrogent maintenant sur plusieurs versements d'un total de 2 000 euros sur son compte ces derniers mois. Ils ont interpellé, ici à Marseille, certains des auteurs de ces paiements. Ils sont toujours en garde à vue.	Thomas Horeau	France 2	10	4	2017
Attaque à Marseille : le frère du tueur va être extradé en France	"En duplex depuis le Palais de Justice de Paris, la journaliste de France 3 Sophie Neumayer fait le point sur les avancées de l'enquête concernant l'attaque terroriste qui a coûté la vie à deux jeunes cousines, dimanche 1er octobre sur le parvis de la gare Saint-Charles de Marseille.Les autorités françaises viennent de demander l'extradition du frère du terroriste impliqué dans l'attentat à Marseille survenu le 1er octobre. Celui-ci a été capturé ce week-end. \"Il s'appelle Anis Hanachi, il a 25 ans. Il a été arrêté samedi soir dans le nord de l'Italie, alors qu'il était sous le coup d'un mandat d'arrêt européen pour complicité d'assassinat en lien avec une entreprise terroriste, après l'attaque à Marseille\", explique la journaliste de France 3 Sophie Neumayer depuis le Palais de Justice de Paris. Parti combattre en Syrie Et d'ajouter : \"Depuis son interpellation, la police italienne a essayé de l'interroger, mais il s'est montré très peu coopératif. Le procureur italien l'a annoncé aujourd'hui : Anis Hanachi s'est rendu en Syrie où il a fait partie d'un groupe de combattants. Alors est-ce lui qui a endoctriné et provoqué la radicalisation de son frère ? Était-il au courant de son projet funeste ? Bien sûr, la justice française tient elle aussi à lui poser toutes ces questions. Une procédure a d'ores et déjà été engagée afin qu'il soit remis aux autorités françaises. Une procédure qui devrait être rapide, promettent les Italiens. Autre priorité des enquêteurs : mettre la main sur un autre frère de la famille Hanachi\", qui reste aujourd'hui activement recherché, conclut la journaliste."	Philippe Denis	France 3	10	9	2017
Attaque à Notre-Dame : le profil de l'assaillant intrigue les enquêteurs	"Clément Le Goff est en face de la cathédrale de Notre-Dame à Paris. Il revient sur le profil de l'assaillant, qui a blessé un policier ce mardi 6 juin.On en sait plus sur le profil de l'assaillant qui a attaqué un policier, mardi 6 juin. \"Un profil qui intrigue, d’abord par son âge : l'assaillant a 40 ans. Puis par sa profession : Farid I. était un universitaire, inscrit en doctorat à l'université de Metz (Moselle), et en sciences de l'information et de la communication\", affirme Clément Le Goff. Les enquêteurs vont entendre les proches de l'assaillant dans la soirée. Seule certitude : \"il était totalement inconnu des services de police\", affirme le journaliste. Le policier pourrait quitter l'hôpital dès ce soir Selon les dernières informations, le policier agressé va mieux. \"Il a une plaie à la tête, mais son état de santé est jugé satisfaisant\", déclare le journaliste. Le policier est actuellement hospitalisé à la Pitié-Salpêtrière à Paris, où le ministre de l'Intérieur Gérard Collomb s'est rendu dans la journée. \"Il pourrait quitter cet hôpital dans les prochaines heures\", affirme Clément Le Goff."	Elsa Pallot	France 2	6	6	2017
Attaque à Orly : ce que révèlent les images de vidéosurveillance	"Elles permettent d'en savoir un peu plus sur la façon dont s'est déroulée l'agression d'une militaire à l'aéroport d'Orly, samedi 18 mars.Sur les images, on voit d'abord un homme de dos, vêtu de blanc. Il s'agit de Ziyed Ben Belgacem, auteur de l'attaque à l'aéroport d'Orly, perpétrée samedi 18 mars. Il a agressé une militaire, avant d'être abattu. Les images de vidéosurveillance, décortiquées lundi, apportent des précisions sur le déroulement des faits. Ziyed Ben Belgacem s'avance et jette son sac au sol. Soudain, il attrape la militaire, qui lui tourne le dos. Puis il recule en maintenant son bras droit sous le cou de la militaire et tient son arme sur sa tempe. La scène dure plusieurs secondes sans que quinconque ne réagisse. Une scène qui dure entre 2 et 3 minutes Puis l'assaillant avance dans le hall, toujours en tenant la militaire de la patrouille Sentinelle contre lui. Quelques secondes plus tard, alors que Ziyed Ben Belgacem est au milieu du hall avec la militaire, un autre militaire apparaît à l'écran. Il met en joue l'assaillant et avance. On ne l'entend pas sur ces images sans son, mais c'est à ce moiment-là que l'assaillant crie aux militaires : \"Posez vos armes ! Mains sur la tête ! Je suis là pour mourir par Allah. De toute façon, il va y avoir des morts.\" C'est ce qu'a relaté le procureur de Paris, François Molins, lors d'une conférence de presse. Ensuite, Ziyed Ben Belgacem plaque au sol la militaire et tente de s'empare de son fusil d'assaut. C'est à ce moment-là que l'homme appartenant à sa patrouille, ainsi qu'un autre militaire posté dans un coin, font feu. L'assaillant finit par tomber au sol. Il s'écroule et meurt. La militaire s'éloigne. Au total, la scène a duré entre deux et trois minutes."	Philippe Denis	France 3	3	20	2017
Attaque à Orly : l'acte était-il prémédité ?	"En direct de l'aéroport d'Orly, Anne-Claire Poignard donne les dernières informations de l'enquête.Ziyed Ben Belgacem a attaqué une militaire samedi 18 mars à l'aéroport d'Orly. Mais l'acte était-il prémédité ? L'homme avait-il tout organisé ? \"Il semble que les policiers en soient désormais convaincus : Ziyed Ben Belgacem n'a pas prémédité son acte\", rapporte Anne-Claire Poignard, en direct de l'aéroport d'Orly. Avait-il un lien avec une organisation terroriste ? \"En matière de terrorisme, son profil intrigue autant qu'il étonne. Le procureur de la République a évoqué la fuite en avant d'un délinquant multirécidiviste toxicomane qui portait une arme, certes, mais une arme non léthale\", poursuit la journaliste de France 2. Alors, quelles étaient les fréquentations de Ziyed Ben Belgacem ? Avait-il des contacts avec une organisation terroriste ? \"Les perquisitions réalisées à son domicile ce week-end ainsi que les auditions de ses proches ne permettent pas pour l'instant de l'établir\", conclut Anne-Claire Poignard."	Elsa Pallot	France 2	3	20	2017
Attaque à Orly : le dispositif de sécurité dans les aéroports est-il suffisant ?	"Après l'attaque d'une patrouille de l'opération Sentinelle à Orly, le débat sur la sécurité dans les aéroports est relancé. Faut-il instaurer des contrôles supplémentaires à l'entrée des aérogares ?Les passagers se sont habitués à leur présence rassurante. Ce dimanche 19 mars à Orly, les forces de l'ordre sont plus nombreuses qu'à l'accoutumée. Depuis les attentats de Paris en novembre 2015, les mesures ont été renforcées dans les aéroports parisiens. Ils sont plus de 5 000 à patrouiller, appuyés par 9 000 caméras de surveillance. \"Les militaires ont stoppé l'assaillant en moins de deux minutes\" Un dispositif qui hier a fait ses preuves selon les autorités. \"Le principe d'intervention immédiate pour neutraliser une attaque a été spectaculaire, puisque les militaires ont stoppé l'assaillant en moins de deux minutes. Ensuite, quelque chose de moins visible, il a fallu s'assurer que tout l'aéroport était sécurisé, les forces de l'ordre se sont très, très bien coordonnées\", estime Franck Mereyde, directeur de l'aéroport Paris-Orly. Depuis cet été, la loi permet aux forces de l'ordre de tirer dès lors que la menace est jugée suffisante."	Philippe Denis	France 3	3	19	2017
Attaque à Orly : le profil de l'assaillant se précise	"On en sait davantage sur l’assaillant qui a tiré sur une militaire à Orly samedi 18 mars, au matin. Une question demeure : était-il vraiment radicalisé ?L'enquête se poursuit sur l'attaque de samedi dernier, 18 mars, à Orly. On en sait plus sur l’assaillant. Au moment de passer à l’acte, Ziyed Ben Belgacem était sous l’emprise d’alcool et de drogues, avec près de 0,93 gramme d'alcool dans le sang. Des analyses qui peuvent expliquer son comportement avant l'attaque d'Orly. Contrôlé par les policiers à 6h55, il ouvre le feu puis appelle son père en lui disant \"avoir fait une connerie\". Après avoir volé une voiture, il prend la direction d'Orly où à 8h06 il s'en prend aux militaires. \"Phase positive\" Déjà condamné à neuf reprises, il était dans une \"phase positive\", selon son avocate, Me Fatima Raj. Elle assure qu’elle avait \"pu sentir chez lui la volonté de tourner la page sur son passé et de revenir à une vie normale\". L'assaillant avait été signalé comme radicalisé après ses passages en prison, mais n'était pas fiché S."	Thomas Horeau	France 2	3	20	2017
Attaque à Orly : les voyageurs sous le choc	"L'attaque à l'aéroport d'Orly (Val-de-Marne) n'a blessé aucun voyageur ce samedi 18 mars, l'évacuation de 3 000 personnes s'est déroulée sans incident. Toutefois, plusieurs d'entre elles ont été choquées.Les passagers ont réinvesti l'aéroport d'Orly (Val-de-Marne), on croise même quelques sourires, et les visages sont bien plus sereins que ce samedi matin du 18 mars. C'était juste après l'attaque : la longue attente des passagers dehors. Des mines inquiètes. Plus de 3 000 personnes ont été évacuées. Déboussolées, choquées, elles se remettent de leurs émotions. \"Les gens paniquaient, ils couraient dans tous les sens, donc ils se chevauchaient. Certains tombaient, d'autres leur tombaient dessus\", témoigne un homme. \"Tout le monde criait et courait vers la porte\" \"Il y a eu un énorme mouvement de foule, ça a été tellement vite. Les hôtesses, tout le monde criait et courait vers la porte, et j'ai fait pareil qu'eux\", ajoute une femme encore sous le choc. Agrippés à leur téléphone, certains rassurent leurs proches. Ils attendent patiemment les consignes des forces de l'ordre. \"Messieurs dames, il va falloir reculer encore, allez-y !\", crie un policier. Ceux-là ont décidé de repartir coûte que coûte, quel que soit le moyen, même à pied."	Philippe Denis	France 3	3	18	2017
Attaque à Orly : piste terroriste confirmée	"Le procureur de Paris, François Molins a donné de nouveaux éléments concernant l'enquête sur l'attaque à l'aéroport d'Orly (Val-de-Marne), ce samedi 18 mars.Le procureur de Paris, François Molins vient de s'exprimer ce samedi 18 mars, au soir, et il a apporté de nouveaux éléments au sujet de l'enquête sur l'attaque à l'aéroport d'Orly (Val-de-Marne). \"C'est la section antiterroriste du parquet de Paris, qui s'est saisie de l'enquête\", explique Clément Le Goff, en direct du palais de justice à Paris. Trois personnes en garde à vue Trois personnes sont ce soir en garde à vue, il s'agit du père, du frère et du cousin de l'assaillant. Le procureur de Paris a évoqué ce parcours violent et destructeur, il est également revenu sur le passé judiciaire chargé de cet homme de 39 ans. Pour François Molins, le caractère terroriste de cette attaque ne fait aucun doute. \"Il n'est pas indifférent de choisir de s'attaquer à des militaires de l'opération Sentinelle. On sait très bien que ça correspond à des mots d'ordre qui sont largement diffusés dans le cadre des organisations terroristes jihadistes\", a indiqué François Molins."	Elsa Pallot	France 2	3	18	2017
Attaques de militaires à Levallois : l'identité du suspect révélée	"On connait désormais l'identité de l'assaillant qui a visé hier 9 août des militaires de l'opération Sentinelle à Levallois-Perret (Hauts-de-Seine). Inconnu des services de renseignement, ce chauffeur de VTC de 36 ans reçoit actuellement des soins à l’hôpital de Lille (Nord).Il était inconnu des renseignements. Aujourd'hui 10 août, au lendemain de l'attaque qui a touché des militaires à Levallois-Perret (Hauts-de-Seine), l'identité du suspect est connue. L'homme de 36 ans s'appelle Hamou Benlatreche. Il est Algérien en situation régulière et travaille comme chauffeur de VTC. Selon sa famille, l'homme n'a jamais été \"fondamentaliste\". Un homme déterminé La police a perquisitionné aujourd'hui son domicile à la recherche du moindre indice et de traces d'éventuels complices. Arrêté quelques heures après l'attaque entre Boulogne et Calais (Pas-de-Calais), le suspect s'est montré particulièrement déterminé au moment de son interpellation. Blessé au dos et au bras, il est transféré à l'hôpital de Lille (Nord) où il se trouve depuis 24 heures. Son état de santé ne permet pas encore un interrogatoire."	Elsa Pallot	France 2	8	10	2017
Attentat : l’horreur à Manchester	Lundi 22 mai au soir, une explosion devant une salle de concert de Manchester a fait au moins 22 morts et une cinquantaine de blessés. Retour sur les faits.Le concert vient de se terminer lorsqu’une explosion sourde retentit. Il est un peu plus de 22h30 hier soir à Manchester. Les spectateurs s’interrogent, avant d’être gagnés par la panique. La foule cherche à sortir par tous les moyens. Certains enjambent les barrières. Le chaos. Des centaines d’adolescents s’échappent en courant. A la sortie, des parents impuissants attendent leurs enfants. Au micro, des annonces tentent de rassurer. Pourtant, c’est bien une attaque terroriste qui vient de frapper Manchester. Un homme seul Quelques heures plus tôt, tous assistaient au concert de la chanteuse pop Ariana Grande dans une des plus grandes salles de concert d’Europe, la Manchester Arena. Plusieurs milliers de personnes étaient présentes. L’attentat-suicide a été commis dans un couloir d’accès au métro par un homme seul, selon la police. Au moins 22 personnes, dont des enfants, sont décédées, et on dénombre des dizaines de blessés. Rapidement, les ambulances affluent, le quartier est bouclé. La chanteuse Ariana Grande, elle, est indemne. Il s’agit de l’attaque la plus meurtrière au Royaume-Uni depuis les attentats de Londres il y a douze ans.	Thomas Horeau	France 2	5	23	2017
Attentat au Sinaï : le bilan est monté à 305 morts et 130 blessés	JT 13H - Le vendredi 24 novembre 2017, l'Egypte a été le théâtre d'une violence sans précédent. Un attentat perpetré contre une mosquée au Nord du Sinaï a fait 305 morts et plus d'une centaine de blessés.  En ce dimanche 26 novembre 2017, l'Egypte a observé une nouvelle journée de deuil en hommage aux 305 personnes décédées trois jours auparavant. Elles se trouvaient dans une mosquée au Nord du Sinaï où a eu lieu une explosion suivie d'une fusillade. Les 130 blessés, quant à eux, ont été hospitalisés à Ismaïlia et au Caire. Ce sujet a été diffusé dans le journal télévisé de 13h du 26/11/2017 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 13h du 26 novembre 2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	11	26	2017
Attentat d'Istanbul : ce que l'on sait de l'assaillant	"L'auteur présumé de l'attaque qui a fait 39 morts à Istanbul samedi 31 décembre serait un combattant de l'État islamique d'origine Kirghize.Le visage de l'auteur présumé de l'attaque de la discothèque d'Istanbul (Turquie) lors de la Saint-Sylvestre a été rendu public par la police turque. Pour les enquêteurs, le tireur serait un combattant de l'État islamique. Entrainé en Syrie, il serait arrivé en Turquie avec sa famille il y a deux mois. Une chasse à l'homme Les témoins de l'attaque décrivent un homme rompu à l'usage des armes. Le propriétaire de la boite de nuit, de retour sur les lieux, confirme. \"On n'a rien pu faire. Je voulais lui sauter dessus, mais il avait l'air d'un vrai professionnel\", dit-il. Malgré l'état d'urgence et les milliers de policiers déployés, l'auteur est toujours en fuite, ce mardi 3 janvier. En tout, 16 personnes auraient été arrêtées. Parmi elles se trouverait la femme du suspect."	Elsa Pallot	France 2	1	3	2017
Attentat dans le métro de Londres : la police recherche d'éventuels complices	"L'enquête se poursuit à Londres (Royaume-Uni) dans le cadre de l'attaque qui a frappé le métro de la capitale britannique vendredi 15 septembre. Le pays reste en état d'alerte maximal. Laura Kalmus est en direct de Londres.Est-ce que la police est toujours à la recherche d'éventuels complices dans le cadre de l'enquête de l'attentat du métro de Londres (Royaume-Uni) vendredi 15 septembre ? \"Des perquisitions ont eu lieu cet après-midi au sud de Londres, et 200 personnes ont été évacuées. Ce matin encore, un homme de 18 ans a été arrêté. Il était dans le port de Douvres et une question se pose : voulait-il fuir et aller en France ? Il sera transféré à Londres ce soir et sera entendu par les enquêteurs\", explique Laura Kalmus. État d'alerte de sévère à critique Cet après-midi, l'état d'alerte était maximal sur London Bridge. \"On a pu voir des bateaux de la police patrouiller et des hélicoptères voler dans le ciel. Ce matin, Theresa May a changé l'état d'alerte de sévère à critique\", conclut la journaliste."	Philippe Denis	France 3	9	16	2017
"Attentat de Barcelone : \"un grand moment d'émotion\""	"En duplex des Ramblas de Barcelone (Espagne), Véronique Gaglione rapporte l'atmosphère des rassemblements en hommage aux victimes des attentats du 17 août.Le quartier le plus animé de Barcelone était totalement désert. Sur les Ramblas, promenade très touristique de la ville, la vie reprend son cours et retrouve ses badauds. La veille, le jeudi 17 août, une camionnette a pris les piétons pour cible pendant près de 500 mètres : le périmètre est bouclé, les Ramblas évacuées. Beaucoup d'émotion à Barcelone Au lendemain de l'attaque, Barcelone est unie. Sur place, Véronique Gaglione fait le point sur l'atmosphère qui règne dans la ville catalane. \"La vie a repris son bourdonnement\", annonce la journaliste. \"Il y a ici de nombreux lieux de mémoire où touristes et habitants de la ville viennent se recueillir. Des gens de toutes nationalités et de tous âges parlent et pleurent ensemble sans se connaître. La minute de silence sur la place de la Catalogne en présence du roi et du premier ministre était un grand moment d'émotion\"."	Elsa Pallot	France 2	8	18	2017
Attentat de Barcelone : après le choc et la stupeur, le recueillement	"Christophe Gascard se trouve en direct de Barcelone (Espagne) où un attentat a eu lieu ce jeudi 17 août.Quelle est l'atmosphère à Barcelone au lendemain de l'attentat ? \"24h après, la Rambla a rouvert. Elle avait été fermée la nuit dernière. Petit à petit, après le choc et la stupeur, c'est une journée de recueillement que l'on a vécu aujourd'hui avec des milliers de Bercelonais. Pas seulement des touristes, ils sont venus nombreux à la Rambla, à l'endroit même où la voiture bélier à fait cette course folle\", relate Christophe Gascard en direct sur place. Exorciser la douleur Les habitants et les touristes déposent des messages, des bougies, des fleurs et des nounours en hommage sur place. \"Un moyen pour eux d'exorciser cette douleur. (...) C'est ce que l'on a déjà vécu en France, notamment à Paris place de la République après l'attentat du Bataclan, mais également à Nice sur la promenade des Anglais. Les Barcelonais veulent ce soir montrer qu'ils sont à la fois unis, solidaires et qu'ils ne se laisseront pas faire face au terrorisme\", explique le journaliste."	Philippe Denis	France 3	8	18	2017
Attentat de Barcelone : l'attaque d'une ville monde	"L’été, Barcelone attire de nombreux touristes. Mais au-delà de la ville, c’est un symbole du monde occidental qui a été frappé par l’attentat terroriste.S’attaquer à Barcelone, c’est toucher l’Europe et le monde en une seule frappe. La ville accueille près de 8 millions de touristes chaque année. Français, Britanniques, Américains, Australiens… Jeudi, pas moins de 35 nationalités ont été touchées par les attentats du 17 août dernier. \"Ils essaient d’attaquer de grandes zones pour obtenir autant de reconnaissance que possible pour leurs attaques. C’est hyper triste\", souligne Elali Eman, touriste canadienne. La jeunesse festive attaquée Une ville cosmopolite et un lieu d’attaque très symbolique : les Ramblas, aussi célèbre que les Champs-Élysées à Paris ou la Promenade des Anglais à Nice. Dans ses rues déambulent étudiants espagnols et étrangers. Un lieu de fête qui n’a pas été choisi par hasard. \"On attaque un lieu de plaisir. Et on attaque aussi la jeunesse. Cette idée multiculturelle résonne pour les jihadistes\", souligne Claude Moniquet, expert. Pour les Barcelonais et les Catalans, c’est leur mode de vie et leurs valeurs qui ont été attaqués et qu’il faut défendre. Aujourd’hui, les habitants de Barcelone refusent de se laisser gagner par la peur."	Elsa Pallot	France 2	8	18	2017
Attentat de Barcelone : les secours à pied d’œuvre	"La journaliste Charlotte Gillard est en direct de Barcelone, à proximité du lieu de l’attentat. Elle assure que l’activité des secours semble de plus en plus intense.Les informations qui parviennent de Barcelone sont encore confuses, après l’attentat qui a frappé le centre-ville, explique la journaliste Charlotte Gillard. \"On ignore si une opération de police est actuellement en cours, ce que je peux vous dire, c’est que depuis une dizaine de minutes, le ballet des forces de l’ordre et des ambulances s’accélère. On a vu des dizaines de voitures de police passer dans le périmètre, ainsi qu’une ambulance, probablement pour évacuer de potentielles victimes\", décrit-elle. Des touristes sans moyens de quitter les lieux La journaliste poursuit : \"Ce que l’on sait de source sûre, de source policière, c’est qu’un homme serait retranché dans un commerce à proximité de la Ramblas où la voiture a foncé sur la foule. Le périmètre de sécurité est toujours en place. Les autorités recommandent de quitter les lieux, mais de nombreux touristes y sont toujours, car ils n’ont aucun moyen de se déplacer et de regagner leur chambre d’hôtel.\""	Philippe Denis	France 3	8	17	2017
Attentat de Barcelone : quels sont les premiers éléments de l’enquête ?	"Une enquête a été ouverte en Espagne mais également en France puisqu’il y a eu des touristes blessés. En Espagne, plusieurs suspects ont été arrêtés ce vendredi matin. Une attaque d’ampleur aurait été évitée.Barcelone, Cambrils : deux attaques mais sans doute une seule cellule jihadiste avec comme base arrière cette maison à Alcanar. Depuis près de 24 heures, la police catalane mène une vaste opération antiterroriste. Voici les images de la dernière interpellation. Ce vendredi, un suspect est arrêté à Ripoll sous les huées de la foule. Au total, quatre hommes ont été interpellés. Trois Marocains et un Espagnol âgés de 21 à 34 ans Le conducteur toujours en fuite \"Aucune des 4 personnes sur lesquelles nous avons enquêtées n’a d’antécédent terroriste\", a indiqué Josep Lluis Trapero, chef de la police catalane. Où est passé le conducteur du camion qui a frappé sur les Ramblas ? La police diffuse partout son signalement. L'auteur de l'attaque est un individu de 1,70m, avec une chemise blanche rayée en bleu. L'homme a réussi à prendre la fuite."	Philippe Denis	France 3	8	18	2017
Attentat de Barcelone : une traque à l'échelle européenne	"En direct de Barcelone (Espagne), Nathalie Pérez rend compte des dernières informations sur la traque du conducteur de la camionnette qui a commis l'attentat sur les Ramblas.Le conducteur de la camionnette qui a commis l'attentat sur les Ramblas à Barcelone (Espagne) le 17 août dernier est toujours en fuite. La traque a désormais lieu à l'échelle européenne. \"La traque continue. Des fiches de recherche ont été distribuées dans tous les commissariats européens\", explique Nathalie Pérez. Des contrôles renforcés Les contrôles sont considérablement renforcées tout le long de la frontière française. \"La police pense qu'il aurait pu passer en France. Selon la presse espagnole, il aurait volé ici, à Barcelone, une voiture pour prendre la fuite. Des informations qui n'ont pas encore été confirmées par la police catalane qui cherche toujours à retracer le parcours exact de Younes Abouyaaqoub. Elle a lancé un appel à toute la population pour tenter de récupérer des vidéosurveillances privées ou publiques, pour tenter ainsi de retrouver sa trace\", rapporte la journaliste."	Pierre-Yves Grenu	France 3	8	21	2017
Attentat de Bruxelles : hommages et commémorations, un an après l’attaque	L'essentiel Le 22 mars 2016, la Belgique était victime des attentats les plus meurtriers de son histoire. 32 personnes ont été tuées et 320 blessés. Plusieurs bombes avaient explosées à une heure d'intervalle à l'aéroport de Bruxelles Zaventem, puis aux abords d'une station de métro. De nombreux hommages ont été rendus aux victimes.  Ce reportage est issu du journal télévisé de 20h du 22 mars 2017 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20h du 22/03/2017 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	21	2017
Attentat de Bruxelles : une famille témoigne, un an après	Un an après l'attentat de Bruxelles, France 3 a retrouvé une famille franco-belge. Les parents ont tout fait pour libérer la parole de leurs quatre enfants.Ils jouent avec la même insouciance qu'avant les attentats. Pourtant à l'aéroport de Bruxelles, ces enfants ont vu la mort en face. Ce regard rempli d'inquiétude, c'était celui de Liza, leur mère, que nous avions rencontré il y a un an. Le 22 mars 2016, sa famille enregistrait ses bagages à quelques mètres de la première explosion. Dès leur retour chez eux, les enfants ont alors immédiatement écrit un texte pour leurs camarades d'école. Liza rencontre des mères de jihadistes Aujourd'hui encore, les enfants n'ont rien oublié de l'horreur de ces attentats. Essayer d'oublier, mais vivre aussi plus que jamais après être passé si près de la mort. Comme un besoin vital de créer des liens avec les autres, Liza rencontre des mères de jihadistes, participe à des actions citoyennes ou anime des rencontres entre jeunes. Une génération encore marquée par les attentats. Demain, mercredi 22 mars, ils se rendront place de la Bourse, une fleur à la main, en hommage aux 32 victimes et plus de 400 blessés.	Philippe Denis	France 3	3	21	2017
